Bank Ref,Debit,Credit,Value Date,Description,Counterparty
UTR_NOISE_1771,,24162.50,2026-08-13,Miscellaneous deposit 1771,Corp 1
UTR_NOISE_1772,,1651.76,2026-08-13,Miscellaneous deposit 1772,Corp 66
UTR_NOISE_1773,,421.40,2026-08-14,Miscellaneous deposit 1773,Corp 42
UTR_NOISE_1774,,3180.72,2026-08-16,Miscellaneous deposit 1774,Corp 42
UTR_NOISE_1775,,1713.95,2026-08-15,Miscellaneous deposit 1775,Corp 82
UTR_NOISE_1776,,6569.49,2026-08-13,Miscellaneous deposit 1776,Corp 69
UTR_NOISE_1777,,27646.84,2026-08-16,Miscellaneous deposit 1777,Corp 67
UTR_NOISE_1778,,1877.38,2026-08-13,Miscellaneous deposit 1778,Corp 76
UTR_NOISE_1779,,26313.07,2026-08-16,Miscellaneous deposit 1779,Corp 40
UTR_NOISE_1780,,5548.06,2026-08-14,Miscellaneous deposit 1780,Corp 95
UTR_NOISE_1781,,1202.84,2026-08-17,Miscellaneous deposit 1781,Corp 24
UTR_NOISE_1782,,2732.10,2026-08-16,Miscellaneous deposit 1782,Corp 22
UTR_NOISE_1783,,23459.21,2026-08-17,Miscellaneous deposit 1783,Corp 69
UTR_NOISE_1784,,1951.86,2026-08-13,Miscellaneous deposit 1784,Corp 77
UTR_NOISE_1785,,965.79,2026-08-16,Miscellaneous deposit 1785,Corp 34
UTR_NOISE_1786,,155773.05,2026-08-13,Miscellaneous deposit 1786,Corp 68
UTR_NOISE_1787,,3536.41,2026-08-17,Miscellaneous deposit 1787,Corp 92
UTR_NOISE_1788,,9154.63,2026-08-15,Miscellaneous deposit 1788,Corp 99
UTR_NOISE_1789,,238763.26,2026-08-13,Miscellaneous deposit 1789,Corp 95
UTR_NOISE_1790,,336.08,2026-08-15,Miscellaneous deposit 1790,Corp 36
UTR_NOISE_1791,,32320.36,2026-08-15,Miscellaneous deposit 1791,Corp 86
UTR_NOISE_1792,,754.57,2026-08-15,Miscellaneous deposit 1792,Corp 2
UTR_NOISE_1793,,4570.36,2026-08-13,Miscellaneous deposit 1793,Corp 76
UTR_NOISE_1794,,166.21,2026-08-16,Miscellaneous deposit 1794,Corp 44
UTR_NOISE_1795,,1552.60,2026-08-16,Miscellaneous deposit 1795,Corp 97
UTR_NOISE_1796,,1530.23,2026-08-13,Miscellaneous deposit 1796,Corp 72
UTR_NOISE_1797,,1575.82,2026-08-13,Miscellaneous deposit 1797,Corp 6
UTR_NOISE_1798,,2469.28,2026-08-13,Miscellaneous deposit 1798,Corp 41
UTR_NOISE_1799,,1266.04,2026-08-16,Miscellaneous deposit 1799,Corp 14
UTR_NOISE_1800,,5492.36,2026-08-17,Miscellaneous deposit 1800,Corp 65
UTR_NOISE_1801,,6009.86,2026-08-17,Miscellaneous deposit 1801,Corp 2
UTR_NOISE_1802,,761.81,2026-08-13,Miscellaneous deposit 1802,Corp 5
UTR_NOISE_1803,,1240.09,2026-08-17,Miscellaneous deposit 1803,Corp 79
UTR_NOISE_1804,,468.01,2026-08-17,Miscellaneous deposit 1804,Corp 73
UTR_NOISE_1805,,10127.54,2026-08-17,Miscellaneous deposit 1805,Corp 89
UTR_NOISE_1806,,47765.22,2026-08-13,Miscellaneous deposit 1806,Corp 81
UTR_NOISE_1807,,12222.73,2026-08-16,Miscellaneous deposit 1807,Corp 7
UTR_NOISE_1808,,8724.25,2026-08-13,Miscellaneous deposit 1808,Corp 85
UTR_NOISE_1809,,275.98,2026-08-14,Miscellaneous deposit 1809,Corp 91
UTR_NOISE_1810,,7445.03,2026-08-14,Miscellaneous deposit 1810,Corp 17
UTR_NOISE_1811,,22802.67,2026-08-14,Miscellaneous deposit 1811,Corp 3
UTR_NOISE_1812,,1414.83,2026-08-17,Miscellaneous deposit 1812,Corp 69
UTR_NOISE_1813,,1750.60,2026-08-16,Miscellaneous deposit 1813,Corp 65
UTR_NOISE_1814,,1850.28,2026-08-15,Miscellaneous deposit 1814,Corp 47
UTR_NOISE_1815,,220091.31,2026-08-17,Miscellaneous deposit 1815,Corp 98
UTR_NOISE_1816,,1751.00,2026-08-13,Miscellaneous deposit 1816,Corp 13
UTR_NOISE_1817,,8518.50,2026-08-16,Miscellaneous deposit 1817,Corp 13
UTR_NOISE_1818,,223496.58,2026-08-16,Miscellaneous deposit 1818,Corp 79
UTR_NOISE_1819,,1819.09,2026-08-17,Miscellaneous deposit 1819,Corp 32
UTR_NOISE_1820,,546.69,2026-08-17,Miscellaneous deposit 1820,Corp 74
UTR_NOISE_1821,,37698.55,2026-08-17,Miscellaneous deposit 1821,Corp 85
UTR_NOISE_1822,,6964.12,2026-08-13,Miscellaneous deposit 1822,Corp 35
UTR_NOISE_1823,,102.27,2026-08-15,Miscellaneous deposit 1823,Corp 32
UTR_NOISE_1824,,251.14,2026-08-14,Miscellaneous deposit 1824,Corp 44
UTR_NOISE_1825,,1302.05,2026-08-16,Miscellaneous deposit 1825,Corp 20
UTR_NOISE_1826,,9357.67,2026-08-14,Miscellaneous deposit 1826,Corp 11
UTR_NOISE_1827,,6939.33,2026-08-17,Miscellaneous deposit 1827,Corp 13
UTR_NOISE_1828,,4717.56,2026-08-15,Miscellaneous deposit 1828,Corp 36
UTR_NOISE_1829,,1185.06,2026-08-17,Miscellaneous deposit 1829,Corp 60
UTR_NOISE_1830,,3442.40,2026-08-16,Miscellaneous deposit 1830,Corp 88
UTR_NOISE_1831,,3658.84,2026-08-15,Miscellaneous deposit 1831,Corp 60
UTR_NOISE_1832,,1561.97,2026-08-16,Miscellaneous deposit 1832,Corp 47
UTR_NOISE_1833,,268.81,2026-08-14,Miscellaneous deposit 1833,Corp 38
UTR_NOISE_1834,,7641.08,2026-08-17,Miscellaneous deposit 1834,Corp 46
UTR_NOISE_1835,,802.59,2026-08-15,Miscellaneous deposit 1835,Corp 22
UTR_NOISE_1836,,13915.65,2026-08-15,Miscellaneous deposit 1836,Corp 7
UTR_NOISE_1837,,970.31,2026-08-16,Miscellaneous deposit 1837,Corp 35
UTR_NOISE_1838,,1075.94,2026-08-16,Miscellaneous deposit 1838,Corp 75
UTR_NOISE_1839,,604.37,2026-08-13,Miscellaneous deposit 1839,Corp 81
UTR_NOISE_1840,,1194.29,2026-08-14,Miscellaneous deposit 1840,Corp 31
UTR_NOISE_1841,,864.21,2026-08-16,Miscellaneous deposit 1841,Corp 55
UTR_NOISE_1842,,1209.40,2026-08-14,Miscellaneous deposit 1842,Corp 94
UTR_NOISE_1843,,1611.43,2026-08-14,Miscellaneous deposit 1843,Corp 4
UTR_NOISE_1844,,128360.29,2026-08-14,Miscellaneous deposit 1844,Corp 39
UTR_NOISE_1845,,1020.04,2026-08-15,Miscellaneous deposit 1845,Corp 92
UTR_NOISE_1846,,308.52,2026-08-13,Miscellaneous deposit 1846,Corp 32
UTR_NOISE_1847,,2310.33,2026-08-17,Miscellaneous deposit 1847,Corp 73
UTR_NOISE_1848,,3884.83,2026-08-13,Miscellaneous deposit 1848,Corp 54
UTR_NOISE_1849,,1342.98,2026-08-16,Miscellaneous deposit 1849,Corp 94
UTR_NOISE_1850,,8458.10,2026-08-15,Miscellaneous deposit 1850,Corp 83
UTR_NOISE_1851,,9191.33,2026-08-13,Miscellaneous deposit 1851,Corp 100
UTR_NOISE_1852,,2194.47,2026-08-13,Miscellaneous deposit 1852,Corp 39
UTR_NOISE_1853,,665.50,2026-08-17,Miscellaneous deposit 1853,Corp 79
UTR_NOISE_1854,,1043.85,2026-08-17,Miscellaneous deposit 1854,Corp 47
UTR_NOISE_1855,,359.45,2026-08-14,Miscellaneous deposit 1855,Corp 16
UTR_NOISE_1856,,107.40,2026-08-16,Miscellaneous deposit 1856,Corp 53
UTR_NOISE_1857,,1069.50,2026-08-14,Miscellaneous deposit 1857,Corp 60
UTR_NOISE_1858,,1557.97,2026-08-13,Miscellaneous deposit 1858,Corp 45
UTR_NOISE_1859,,1765.70,2026-08-15,Miscellaneous deposit 1859,Corp 23
UTR_NOISE_1860,,1456.32,2026-08-17,Miscellaneous deposit 1860,Corp 6
UTR_NOISE_1861,,220.46,2026-08-15,Miscellaneous deposit 1861,Corp 67
UTR_NOISE_1862,,6906.48,2026-08-17,Miscellaneous deposit 1862,Corp 24
UTR_NOISE_1863,,1800.83,2026-08-13,Miscellaneous deposit 1863,Corp 53
UTR_NOISE_1864,,26235.12,2026-08-16,Miscellaneous deposit 1864,Corp 56
UTR_NOISE_1865,,1926.69,2026-08-17,Miscellaneous deposit 1865,Corp 11
UTR_NOISE_1866,,4684.51,2026-08-13,Miscellaneous deposit 1866,Corp 61
UTR_NOISE_1867,,1175.64,2026-08-13,Miscellaneous deposit 1867,Corp 1
UTR_NOISE_1868,,349.76,2026-08-14,Miscellaneous deposit 1868,Corp 92
UTR_NOISE_1869,,174.67,2026-08-16,Miscellaneous deposit 1869,Corp 25
UTR_NOISE_1870,,9382.59,2026-08-13,Miscellaneous deposit 1870,Corp 90
UTR_NOISE_1871,,163249.93,2026-08-14,Miscellaneous deposit 1871,Corp 50
UTR_NOISE_1872,,518.97,2026-08-15,Miscellaneous deposit 1872,Corp 75
UTR_NOISE_1873,,5900.01,2026-08-13,Miscellaneous deposit 1873,Corp 69
UTR_NOISE_1874,,6433.32,2026-08-16,Miscellaneous deposit 1874,Corp 24
UTR_NOISE_1875,,473.13,2026-08-13,Miscellaneous deposit 1875,Corp 46
UTR_NOISE_1876,,1540.13,2026-08-13,Miscellaneous deposit 1876,Corp 27
UTR_NOISE_1877,,8872.55,2026-08-14,Miscellaneous deposit 1877,Corp 14
UTR_NOISE_1878,,7263.13,2026-08-17,Miscellaneous deposit 1878,Corp 24
UTR_NOISE_1879,,9468.87,2026-08-17,Miscellaneous deposit 1879,Corp 62
UTR_NOISE_1880,,9568.53,2026-08-16,Miscellaneous deposit 1880,Corp 43
UTR_NOISE_1881,,1749.99,2026-08-15,Miscellaneous deposit 1881,Corp 63
UTR_NOISE_1882,,202837.59,2026-08-15,Miscellaneous deposit 1882,Corp 22
UTR_NOISE_1883,,9146.09,2026-08-16,Miscellaneous deposit 1883,Corp 99
UTR_NOISE_1884,,186.98,2026-08-13,Miscellaneous deposit 1884,Corp 93
UTR_NOISE_1885,,1266.50,2026-08-14,Miscellaneous deposit 1885,Corp 35
UTR_NOISE_1886,,642.22,2026-08-17,Miscellaneous deposit 1886,Corp 16
UTR_NOISE_1887,,9827.26,2026-08-17,Miscellaneous deposit 1887,Corp 43
UTR_NOISE_1888,,226473.36,2026-08-15,Miscellaneous deposit 1888,Corp 60
UTR_NOISE_1889,,23092.31,2026-08-15,Miscellaneous deposit 1889,Corp 30
UTR_NOISE_1890,,634.62,2026-08-15,Miscellaneous deposit 1890,Corp 68
UTR_NOISE_1891,,247.33,2026-08-16,Miscellaneous deposit 1891,Corp 64
UTR_NOISE_1892,,229.69,2026-08-15,Miscellaneous deposit 1892,Corp 83
UTR_NOISE_1893,,1823.32,2026-08-14,Miscellaneous deposit 1893,Corp 89
UTR_NOISE_1894,,1284.34,2026-08-14,Miscellaneous deposit 1894,Corp 65
UTR_NOISE_1895,,31819.68,2026-08-15,Miscellaneous deposit 1895,Corp 59
UTR_NOISE_1896,,7353.06,2026-08-17,Miscellaneous deposit 1896,Corp 79
UTR_NOISE_1897,,1061.25,2026-08-15,Miscellaneous deposit 1897,Corp 10
UTR_NOISE_1898,,1373.12,2026-08-16,Miscellaneous deposit 1898,Corp 23
UTR_NOISE_1899,,9765.71,2026-08-13,Miscellaneous deposit 1899,Corp 62
UTR_NOISE_1900,,1031.07,2026-08-16,Miscellaneous deposit 1900,Corp 58
UTR_NOISE_1901,,5430.05,2026-08-15,Miscellaneous deposit 1901,Corp 80
UTR_NOISE_1902,,1180.76,2026-08-17,Miscellaneous deposit 1902,Corp 79
UTR_NOISE_1903,,2240.73,2026-08-14,Miscellaneous deposit 1903,Corp 30
UTR_NOISE_1904,,22183.26,2026-08-15,Miscellaneous deposit 1904,Corp 35
UTR_NOISE_1905,,240921.22,2026-08-16,Miscellaneous deposit 1905,Corp 13
UTR_NOISE_1906,,28997.50,2026-08-17,Miscellaneous deposit 1906,Corp 14
UTR_NOISE_1907,,1592.02,2026-08-15,Miscellaneous deposit 1907,Corp 19
UTR_NOISE_1908,,1578.83,2026-08-17,Miscellaneous deposit 1908,Corp 85
UTR_NOISE_1909,,843.12,2026-08-15,Miscellaneous deposit 1909,Corp 26
UTR_NOISE_1910,,938.30,2026-08-17,Miscellaneous deposit 1910,Corp 62
UTR_NOISE_1911,,30970.53,2026-08-15,Miscellaneous deposit 1911,Corp 35
UTR_NOISE_1912,,77588.14,2026-08-14,Miscellaneous deposit 1912,Corp 30
UTR_NOISE_1913,,1671.74,2026-08-15,Miscellaneous deposit 1913,Corp 98
UTR_NOISE_1914,,1832.69,2026-08-16,Miscellaneous deposit 1914,Corp 67
UTR_NOISE_1915,,1092.54,2026-08-15,Miscellaneous deposit 1915,Corp 11
UTR_NOISE_1916,,967.45,2026-08-17,Miscellaneous deposit 1916,Corp 33
UTR_NOISE_1917,,4808.36,2026-08-15,Miscellaneous deposit 1917,Corp 100
UTR_NOISE_1918,,414.75,2026-08-14,Miscellaneous deposit 1918,Corp 76
UTR_NOISE_1919,,40858.50,2026-08-15,Miscellaneous deposit 1919,Corp 26
UTR_NOISE_1920,,798.71,2026-08-17,Miscellaneous deposit 1920,Corp 91
UTR_NOISE_1921,,982.03,2026-08-13,Miscellaneous deposit 1921,Corp 6
UTR_NOISE_1922,,7583.48,2026-08-16,Miscellaneous deposit 1922,Corp 36
UTR_NOISE_1923,,684.34,2026-08-13,Miscellaneous deposit 1923,Corp 20
UTR_NOISE_1924,,19775.86,2026-08-17,Miscellaneous deposit 1924,Corp 51
UTR_NOISE_1925,,181.83,2026-08-13,Miscellaneous deposit 1925,Corp 98
UTR_NOISE_1926,,2265.02,2026-08-17,Miscellaneous deposit 1926,Corp 97
UTR_NOISE_1927,,3361.11,2026-08-17,Miscellaneous deposit 1927,Corp 34
UTR_NOISE_1928,,1374.51,2026-08-13,Miscellaneous deposit 1928,Corp 71
UTR_NOISE_1929,,597.69,2026-08-14,Miscellaneous deposit 1929,Corp 58
UTR_NOISE_1930,,5202.48,2026-08-17,Miscellaneous deposit 1930,Corp 97
UTR_NOISE_1931,,5015.21,2026-08-14,Miscellaneous deposit 1931,Corp 20
UTR_NOISE_1932,,700.71,2026-08-13,Miscellaneous deposit 1932,Corp 19
UTR_NOISE_1933,,166.92,2026-08-14,Miscellaneous deposit 1933,Corp 5
UTR_NOISE_1934,,279.36,2026-08-13,Miscellaneous deposit 1934,Corp 55
UTR_NOISE_1935,,3866.59,2026-08-14,Miscellaneous deposit 1935,Corp 72
UTR_NOISE_1936,,6651.78,2026-08-17,Miscellaneous deposit 1936,Corp 55
UTR_NOISE_1937,,19382.47,2026-08-16,Miscellaneous deposit 1937,Corp 99
UTR_NOISE_1938,,9961.88,2026-08-13,Miscellaneous deposit 1938,Corp 93
UTR_NOISE_1939,,26278.02,2026-08-15,Miscellaneous deposit 1939,Corp 31
UTR_NOISE_1940,,1804.36,2026-08-16,Miscellaneous deposit 1940,Corp 83
UTR_NOISE_1941,,36963.24,2026-08-17,Miscellaneous deposit 1941,Corp 71
UTR_NOISE_1942,,182.42,2026-08-17,Miscellaneous deposit 1942,Corp 63
UTR_NOISE_1943,,6865.42,2026-08-13,Miscellaneous deposit 1943,Corp 90
UTR_NOISE_1944,,5683.27,2026-08-16,Miscellaneous deposit 1944,Corp 49
UTR_NOISE_1945,,1277.29,2026-08-14,Miscellaneous deposit 1945,Corp 51
UTR_NOISE_1946,,944.68,2026-08-16,Miscellaneous deposit 1946,Corp 35
UTR_NOISE_1947,,1722.28,2026-08-16,Miscellaneous deposit 1947,Corp 46
UTR_NOISE_1948,,325.69,2026-08-13,Miscellaneous deposit 1948,Corp 91
UTR_NOISE_1949,,4866.72,2026-08-16,Miscellaneous deposit 1949,Corp 91
UTR_NOISE_1950,,1171.13,2026-08-17,Miscellaneous deposit 1950,Corp 1
UTR_NOISE_1951,,22307.28,2026-08-13,Miscellaneous deposit 1951,Corp 90
UTR_NOISE_1952,,1850.87,2026-08-17,Miscellaneous deposit 1952,Corp 78
UTR_NOISE_1953,,1890.01,2026-08-15,Miscellaneous deposit 1953,Corp 1
UTR_NOISE_1954,,17286.47,2026-08-13,Miscellaneous deposit 1954,Corp 4
UTR_NOISE_1955,,687.41,2026-08-17,Miscellaneous deposit 1955,Corp 79
UTR_NOISE_1956,,1378.69,2026-08-15,Miscellaneous deposit 1956,Corp 35
UTR_NOISE_1957,,1894.96,2026-08-15,Miscellaneous deposit 1957,Corp 14
UTR_NOISE_1958,,1137.60,2026-08-13,Miscellaneous deposit 1958,Corp 82
UTR_NOISE_1959,,801.83,2026-08-15,Miscellaneous deposit 1959,Corp 80
UTR_NOISE_1960,,1314.25,2026-08-17,Miscellaneous deposit 1960,Corp 80
UTR_NOISE_1961,,23247.00,2026-08-16,Miscellaneous deposit 1961,Corp 89
UTR_NOISE_1962,,708.27,2026-08-13,Miscellaneous deposit 1962,Corp 65
UTR_NOISE_1963,,448.80,2026-08-16,Miscellaneous deposit 1963,Corp 40
UTR_NOISE_1964,,6429.51,2026-08-17,Miscellaneous deposit 1964,Corp 13
UTR_NOISE_1965,,644.63,2026-08-16,Miscellaneous deposit 1965,Corp 66
UTR_NOISE_1966,,8509.20,2026-08-16,Miscellaneous deposit 1966,Corp 91
UTR_NOISE_1967,,1816.08,2026-08-14,Miscellaneous deposit 1967,Corp 20
UTR_NOISE_1968,,2956.93,2026-08-15,Miscellaneous deposit 1968,Corp 64
UTR_NOISE_1969,,107507.13,2026-08-13,Miscellaneous deposit 1969,Corp 85
UTR_NOISE_1970,,127.53,2026-08-14,Miscellaneous deposit 1970,Corp 46
UTR_NOISE_1971,,32422.68,2026-08-16,Miscellaneous deposit 1971,Corp 79
UTR_NOISE_1972,,18364.37,2026-08-16,Miscellaneous deposit 1972,Corp 70
UTR_NOISE_1973,,1547.56,2026-08-14,Miscellaneous deposit 1973,Corp 79
UTR_NOISE_1974,,763.29,2026-08-16,Miscellaneous deposit 1974,Corp 23
UTR_NOISE_1975,,1294.85,2026-08-16,Miscellaneous deposit 1975,Corp 43
UTR_NOISE_1976,,349.47,2026-08-13,Miscellaneous deposit 1976,Corp 94
UTR_NOISE_1977,,1073.46,2026-08-16,Miscellaneous deposit 1977,Corp 88
UTR_NOISE_1978,,1039.57,2026-08-15,Miscellaneous deposit 1978,Corp 35
UTR_NOISE_1979,,247.03,2026-08-14,Miscellaneous deposit 1979,Corp 16
UTR_NOISE_1980,,5750.38,2026-08-13,Miscellaneous deposit 1980,Corp 43
UTR_NOISE_1981,,1243.35,2026-08-14,Miscellaneous deposit 1981,Corp 39
UTR_NOISE_1982,,7364.37,2026-08-17,Miscellaneous deposit 1982,Corp 5
UTR_NOISE_1983,,8360.10,2026-08-17,Miscellaneous deposit 1983,Corp 61
UTR_NOISE_1984,,6003.75,2026-08-15,Miscellaneous deposit 1984,Corp 96
UTR_NOISE_1985,,556.39,2026-08-15,Miscellaneous deposit 1985,Corp 26
UTR_NOISE_1986,,527.59,2026-08-17,Miscellaneous deposit 1986,Corp 83
UTR_NOISE_1987,,1674.73,2026-08-14,Miscellaneous deposit 1987,Corp 49
UTR_NOISE_1988,,1132.45,2026-08-15,Miscellaneous deposit 1988,Corp 4
UTR_NOISE_1989,,162.68,2026-08-15,Miscellaneous deposit 1989,Corp 14
UTR_NOISE_1990,,8506.62,2026-08-14,Miscellaneous deposit 1990,Corp 65
UTR_NOISE_1991,,271.94,2026-08-15,Miscellaneous deposit 1991,Corp 69
UTR_NOISE_1992,,428.09,2026-08-14,Miscellaneous deposit 1992,Corp 39
UTR_NOISE_1993,,163.26,2026-08-13,Miscellaneous deposit 1993,Corp 19
UTR_NOISE_1994,,1473.40,2026-08-16,Miscellaneous deposit 1994,Corp 5
UTR_NOISE_1995,,207.90,2026-08-14,Miscellaneous deposit 1995,Corp 57
UTR_NOISE_1996,,1378.49,2026-08-16,Miscellaneous deposit 1996,Corp 32
UTR_NOISE_1997,,3696.21,2026-08-13,Miscellaneous deposit 1997,Corp 14
UTR_NOISE_1998,,1102.93,2026-08-15,Miscellaneous deposit 1998,Corp 87
UTR_NOISE_1999,,914.36,2026-08-13,Miscellaneous deposit 1999,Corp 64
UTR_NOISE_2000,,44467.30,2026-08-16,Miscellaneous deposit 2000,Corp 62
UTR_NOISE_2001,,4727.74,2026-08-17,Miscellaneous deposit 2001,Corp 94
UTR_NOISE_2002,,910.33,2026-08-17,Miscellaneous deposit 2002,Corp 36
UTR_NOISE_2003,,104.84,2026-08-13,Miscellaneous deposit 2003,Corp 85
UTR_NOISE_2004,,6209.91,2026-08-17,Miscellaneous deposit 2004,Corp 93
UTR_NOISE_2005,,40888.88,2026-08-15,Miscellaneous deposit 2005,Corp 100
UTR_NOISE_2006,,626.67,2026-08-16,Miscellaneous deposit 2006,Corp 96
UTR_NOISE_2007,,116.23,2026-08-16,Miscellaneous deposit 2007,Corp 70
UTR_NOISE_2008,,3620.37,2026-08-15,Miscellaneous deposit 2008,Corp 88
UTR_NOISE_2009,,9136.60,2026-08-16,Miscellaneous deposit 2009,Corp 17
UTR_NOISE_2010,,641.73,2026-08-15,Miscellaneous deposit 2010,Corp 67
UTR_NOISE_2011,,1325.11,2026-08-13,Miscellaneous deposit 2011,Corp 25
UTR_NOISE_2012,,230.60,2026-08-15,Miscellaneous deposit 2012,Corp 70
UTR_NOISE_2013,,2503.12,2026-08-16,Miscellaneous deposit 2013,Corp 35
UTR_NOISE_2014,,579.79,2026-08-17,Miscellaneous deposit 2014,Corp 23
UTR_NOISE_2015,,1975.39,2026-08-16,Miscellaneous deposit 2015,Corp 25
UTR_NOISE_2016,,842.55,2026-08-13,Miscellaneous deposit 2016,Corp 83
UTR_NOISE_2017,,34069.22,2026-08-17,Miscellaneous deposit 2017,Corp 95
UTR_NOISE_2018,,8426.58,2026-08-13,Miscellaneous deposit 2018,Corp 81
UTR_NOISE_2019,,887.75,2026-08-17,Miscellaneous deposit 2019,Corp 52
UTR_NOISE_2020,,6271.11,2026-08-15,Miscellaneous deposit 2020,Corp 54
UTR_NOISE_2021,,8124.76,2026-08-16,Miscellaneous deposit 2021,Corp 25
UTR_NOISE_2022,,1410.45,2026-08-16,Miscellaneous deposit 2022,Corp 46
UTR_NOISE_2023,,28052.13,2026-08-14,Miscellaneous deposit 2023,Corp 93
UTR_NOISE_2024,,7565.64,2026-08-16,Miscellaneous deposit 2024,Corp 40
UTR_NOISE_2025,,1590.61,2026-08-16,Miscellaneous deposit 2025,Corp 98
UTR_NOISE_2026,,1612.17,2026-08-16,Miscellaneous deposit 2026,Corp 69
UTR_NOISE_2027,,38730.00,2026-08-17,Miscellaneous deposit 2027,Corp 38
UTR_NOISE_2028,,574.30,2026-08-16,Miscellaneous deposit 2028,Corp 75
UTR_NOISE_2029,,761.67,2026-08-15,Miscellaneous deposit 2029,Corp 68
UTR_NOISE_2030,,4261.63,2026-08-16,Miscellaneous deposit 2030,Corp 40
UTR_NOISE_2031,,572.07,2026-08-15,Miscellaneous deposit 2031,Corp 59
UTR_NOISE_2032,,6743.72,2026-08-15,Miscellaneous deposit 2032,Corp 71
UTR_NOISE_2033,,1376.84,2026-08-14,Miscellaneous deposit 2033,Corp 1
UTR_NOISE_2034,,917.28,2026-08-17,Miscellaneous deposit 2034,Corp 20
UTR_NOISE_2035,,4347.13,2026-08-16,Miscellaneous deposit 2035,Corp 51
UTR_NOISE_2036,,3561.14,2026-08-17,Miscellaneous deposit 2036,Corp 29
UTR_NOISE_2037,,6820.42,2026-08-16,Miscellaneous deposit 2037,Corp 86
UTR_NOISE_2038,,4989.80,2026-08-16,Miscellaneous deposit 2038,Corp 53
UTR_NOISE_2039,,192.47,2026-08-14,Miscellaneous deposit 2039,Corp 91
UTR_NOISE_2040,,1655.83,2026-08-16,Miscellaneous deposit 2040,Corp 27
UTR_NOISE_2041,,1583.64,2026-08-15,Miscellaneous deposit 2041,Corp 41
UTR_NOISE_2042,,7893.95,2026-08-15,Miscellaneous deposit 2042,Corp 21
UTR_NOISE_2043,,3883.82,2026-08-16,Miscellaneous deposit 2043,Corp 90
UTR_NOISE_2044,,754.44,2026-08-16,Miscellaneous deposit 2044,Corp 70
UTR_NOISE_2045,,998.00,2026-08-16,Miscellaneous deposit 2045,Corp 10
UTR_NOISE_2046,,27215.06,2026-08-14,Miscellaneous deposit 2046,Corp 38
UTR_NOISE_2047,,203.17,2026-08-15,Miscellaneous deposit 2047,Corp 89
UTR_NOISE_2048,,7245.24,2026-08-13,Miscellaneous deposit 2048,Corp 32
UTR_NOISE_2049,,4526.80,2026-08-13,Miscellaneous deposit 2049,Corp 89
UTR_NOISE_2050,,763.51,2026-08-17,Miscellaneous deposit 2050,Corp 18
UTR_NOISE_2051,,776.22,2026-08-14,Miscellaneous deposit 2051,Corp 24
UTR_NOISE_2052,,966.42,2026-08-15,Miscellaneous deposit 2052,Corp 79
UTR_NOISE_2053,,5801.90,2026-08-16,Miscellaneous deposit 2053,Corp 6
UTR_NOISE_2054,,366.17,2026-08-13,Miscellaneous deposit 2054,Corp 94
UTR_NOISE_2055,,443.90,2026-08-14,Miscellaneous deposit 2055,Corp 59
UTR_NOISE_2056,,833.84,2026-08-15,Miscellaneous deposit 2056,Corp 6
UTR_NOISE_2057,,1333.15,2026-08-16,Miscellaneous deposit 2057,Corp 22
UTR_NOISE_2058,,1680.07,2026-08-17,Miscellaneous deposit 2058,Corp 98
UTR_NOISE_2059,,43280.88,2026-08-16,Miscellaneous deposit 2059,Corp 78
UTR_NOISE_2060,,8597.79,2026-08-15,Miscellaneous deposit 2060,Corp 40
UTR_NOISE_2061,,6064.65,2026-08-17,Miscellaneous deposit 2061,Corp 64
UTR_NOISE_2062,,1587.11,2026-08-15,Miscellaneous deposit 2062,Corp 84
UTR_NOISE_2063,,114.18,2026-08-16,Miscellaneous deposit 2063,Corp 76
UTR_NOISE_2064,,7794.47,2026-08-14,Miscellaneous deposit 2064,Corp 14
UTR_NOISE_2065,,6568.88,2026-08-17,Miscellaneous deposit 2065,Corp 90
UTR_NOISE_2066,,1859.49,2026-08-14,Miscellaneous deposit 2066,Corp 23
UTR_NOISE_2067,,1760.28,2026-08-15,Miscellaneous deposit 2067,Corp 15
UTR_NOISE_2068,,617.67,2026-08-16,Miscellaneous deposit 2068,Corp 55
UTR_NOISE_2069,,2498.04,2026-08-13,Miscellaneous deposit 2069,Corp 80
UTR_NOISE_2070,,1614.33,2026-08-15,Miscellaneous deposit 2070,Corp 84
UTR_NOISE_2071,,1529.97,2026-08-17,Miscellaneous deposit 2071,Corp 45
UTR_NOISE_2072,,689.06,2026-08-14,Miscellaneous deposit 2072,Corp 87
UTR_NOISE_2073,,1507.48,2026-08-15,Miscellaneous deposit 2073,Corp 35
UTR_NOISE_2074,,6223.12,2026-08-17,Miscellaneous deposit 2074,Corp 28
UTR_NOISE_2075,,5460.33,2026-08-14,Miscellaneous deposit 2075,Corp 6
UTR_NOISE_2076,,1771.87,2026-08-13,Miscellaneous deposit 2076,Corp 4
UTR_NOISE_2077,,740.15,2026-08-13,Miscellaneous deposit 2077,Corp 3
UTR_NOISE_2078,,1922.91,2026-08-14,Miscellaneous deposit 2078,Corp 55
UTR_NOISE_2079,,9627.00,2026-08-15,Miscellaneous deposit 2079,Corp 32
UTR_NOISE_2080,,20122.03,2026-08-15,Miscellaneous deposit 2080,Corp 97
UTR_NOISE_2081,,1169.98,2026-08-13,Miscellaneous deposit 2081,Corp 25
UTR_NOISE_2082,,838.92,2026-08-16,Miscellaneous deposit 2082,Corp 85
